text,label,raw_output,parsed_output,pred_label_binary,model,scoring_mode
Good thing there's no other inaccuracies!,0,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Don't really care what you don't care about, but I do care about who wins in BC without having to sift through a whole lot more nonsense from Team Chaos.

So, why not make like a tree and leave ?",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
jojo should Bush be in jail for the murder of a million Iraqi's in an illegal war?  Just trying to gauge your ability to think through issues......  please respond.,0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Right who's hiring this innovation and creativity. Skilled workers are only good if there are employers to bring them on. The only boost I've seen lately is energy sector which has more than enough unemployed Canadian workers to fill the gap. We'd be crazy to bring more debt load into our already debt laden society. What would you know though.,0,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"My post refers to ""foreign money"" and not ""foreign buyers"" because most of the former will never show up in the statistics as the latter.  Money from outside Canada can easily make its way through student visa ""buyers,"" 10-year visa ""buyers,"" work visa ""buyers,"" permanent resident ""buyers,"" and Canadian citizen ""buyers.""  Our federal and provincial governments do not compel all these ""buyers"" to file income tax returns or report non-Canadian sources of income that support their real estate purchases.  Our governments welcome unlimited real estate purchases by these non-citizens.  Our governments refuse to levy substantial, additional, annual taxes on the value of properties bought by those who claim little Canadian income  The GTA real estate market is awash in money that wasn't generated locally or nationally, which raises prices beyond what can be afforded by people who actually live in the region.  The ""solutions""  to this critical problem aren't to be found in more ""supply.""",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Which of the victims of Islam in the last 30 days weren't innocent?

http://www.thereligionofpeace.com/attacks/attacks.aspx?Yr=Last30

Do you think they all deserved to die?   Do you think Islam had nothing to do with inciting this violence?",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
That's about the most ignorant thing I've read today.,1,"4

The user's comment is marked",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"His resume is sexual assaults, 650 million dollar debt and a few bankruptcies.

Canada needs protection from that, not to embrace it. Heck many people can't even enter Canada with that type of record.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
What a joke. This guy is an idiot. How on earth does it make sense to punish those that have jobs just so you can keep supporting the entitlement community? MORE CUTS!!!! No more money to areas that can not support themselves. People all over this country move to where the jobs are.  That's how its done.,1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
…who gives you the right to tell a woman’s age??…I thought she was 46….damn...,1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Wow, more scum on the swamp that needs to be scraped off, just to get to the swamp. Trump keeps adding layers",1,"5

Comment: I'm so tired",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Baby Jesus, please bring back Reagan to be our Governor . 
Thank you and Amen",0,"8

Note: The comment contains threats",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Who really cares about these young warped minded perps. Me? Nope.,1,"7

The comment contains several instances of",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Jesus gave the power of the keys to Peter and the command to teach to the apostles, not the whole church.",0,"4

In this comment, the language",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
And Kahala resort can afford their own beach replenishment program if they're that hard up to continue bringing in customers and having weddings.,0,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"POTUS Trump relies on his political advisers, for most of his political information, before he makes his political decisions.

POTUS Trump is not a career politician.

He is a NYC, trash talking, highly successful businessman, who has no filters on his words.

He is slowly getting better, at his job.  The constant political backlash, is starting to wear him down.  It interferes with getting anything accomplished.  He is starting to recognize this.

He is starting to remove, all of his White House political leaks.  Sabotage from within, can not be tolerated, by any politician or businessman.

His staff lawyers, are working overtime, to solve his political problems, as well as what he publicly says.",0,7,7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Convicted criminal and former CIA Director David Petraeus should know a lot of about the threats to the U.S., as his leadership in the IC did little to stop such threats.  But the greatest threat to the U.S. is not ""narrow-mindedness,"" as convicted criminal Mr. Petraeus states, but is the lack of accountability and responsibility, particularly of those employed to represent the U.S. in our shared government, and in especially in the IC.  Accountability and responsibility have become obscene words to too many in our government, but they are foundational in the successful functioning of any government in a representative democracy.  Certainly all those who failed to stop North Korea from becoming the threat it is to the U.S. today should be held accountable for their failures to protect the America's national security.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Puffery is another prerequisite for being a Trump supporter/aide. Just look at the recent ""Navy Seal"" debacle over at Fox if you need another example.

Trump, in his own words, introduced George as a member of his national security team (one of just five people chosen). He referred to him as ""an excellent guy"". Look it up.

""Little known"" aides, aren't mentioned by name by the candidate as members of their national security team. They aren't referred to, by name, as being ""an excellent guy"" because if they were 'little known', the candidate wouldn't know who they were. This guy was named explicitly by Trump, complimented, and given a seat at the table during national security meetings. Pretty hard to be little known when the boss himself is boosting you and giving you a seat at the table.",0,4,4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"put yourself in the shoes of the patient for literally one second. would you want your blood drawn without a warrant or without you giving permission? think about that for literally one second. ""surprise! the cops came and stuck needles in you while you were sleeping. no we didn't get to ask you about your medical history or allergies or diseases you may have. sucks to suck!""",1,"8

The comment is highly toxic because",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"What did Obama do doing Hurricane Irene- you know, AS the President? Answer: Nothing: he had to be pulled back to Washington by his advisers from his vacation at Martha's Vineyard. Obama, Hillary, and other race-baiting Democrats RUSHED to that area during Katrina, to exploit the race agenda that they were pushing to discredit the Bush Administration.
.
You wanna keep playing the ""What were they doing when"" game?  What was Obama doing as an Illinois politician  to help Chicago to murders?  Walking the streets into those neighborhoods?  What was he doing to help that Illinois economy?........""Community Organizing.""",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I think Mark Twain had a great line about stats. ""There are three kinds of lies: lies, damned lies, and statistics.""",1,"8

Note: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Just so I - and everyone else - understand......

Any argument against abortion is now deemed by you to be ""inflammatory and gruesome rhetoric,""  and to be considered by those who agree with pro-abortion stances to be pollution.

Is that right?",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Correct me if I am in error, but when Watergate imvestigation began I recall WaPo Executive Editor Ben Bradlee told Woodward, Bernstein, et al, that all reports had to be authenticated by three independent sources.  I think that was in ""All The President's Men.""",0,"4

Feedback:::
Total rating:",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Or invincibly ignorant.,1,"8

The user's comment is highly",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Ronna are you delirious?  By making a statement like that you set the advances women have made in leadership positions such as yours back to the dark ages.  With this buffoon in Office we are an embarrassment to America, the GOP, and any other party not to mention what the rest of the world leaders are thinking about how far America has fallen.  “The best place we have ever been?”  You need some serious counseling.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"""…except, of course, he surely did.""  .....but you have no evidence he did. Got it.
.
You do know that it's not ""apologizing"" to ask for proof when attacking others sans evidence, right?   I believe in calling balls and strikes against any President and celebrating their victories and critiquing their failures-- you're interested in literally zero of that-- that is the textbook definition of ""ineffective.""",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"They didn't build that themselves?  Gee, that sounds awfully familiar...something like some black guy who used to be in the WH said once.",0,"7

Comment: They didn't build",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Reading the article again, it just says it was for ""minor children,"" and makes no mention of their relationship to Katherine (if there was one at all).  But it seems like it it could only be kept quiet for this long if it was within the family... You can bet I'd be raising hell with the police/bar association/press if my lawyer stole $150,000 from my kids' trust fund.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"If the city would stop wasting f*ing money on crap like the 67,000 they dropped to fence in the bridges & built a second mission with drug & mental health counselors on site! Also not a sexists & religious mission but one focused SOLELY on helping homeless people with actual homeless issues. I honestly believe we would see a dramatic drop in issues if all kinds including things like this!",1,"8

Note: The comment is highly",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
They don't get to build the project.,0,"4

The user's comment is """,4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"wow it's amazing that Trump is being ""oppressive"" by LIFTING an order dictating to a school what policies they can have, so they are free to choose for themselves.  Yet it wasn't oppressive when Obama was mandating and forcing them to accept HIS opinion on the matter...",0,"8

Comment: I'm so glad",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Thank you to keep all future brainless tweets out of my country, Trumptards.",1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I've read that people with dental insurance in Canada - only about 35% - 40% actually use it annually for check-ups and cleaning's.  For the majority of Canadians dental insurance is something only used when you have a problem.,0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Typical extortionary insurance company, take your premiums. Any risk they MAY have to pay out and you're GONE !!!!",0,"8

This comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The article says nothing about him getting a bridge. This is not a government DB pension, and doesn't sound anywhere near as generous in the payouts as most government pensions would be at his income level and over 30 years of service. Private sector has to actually be able to cover the payments from their funds - not like government...",0,"4

Comment: I'm really disappointed",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"What an enept WH. All useless baggage coming off that plane. Why is an adult son in law and daughter flying with the president? Oh yeah, they're ""fake"" politicians. Why didnt Barron go with mommy and dad? ExCeo Tillerlesson is another ""fake"" politician. Now USA CEO teumpf wants to overhall again?  More useless time spent this drama then ""America First"". With all these natural diasters, trumpf never does a flyover of disaster areas. . Wait he is a disaster. What a ""loooser""",1,"8

Note: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Truth be told hunters are more likely to be mauled then hikers. But either way it sucks for who ever involved and we hope for a quick recovery for both.,1,"6

The comment contains several instances of",6,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Geez, get your facts straight Chenault or at least have someone of competency proofread you opinion before you have it published. Two years ago oil was not at below $30. It was over $100. No wonder these people don’t have a clue. ""Bills coming due on tax credits for the resource sector"" Is that another 'contra asset' like an 'allowance for doubtful accounts'?",0,"8

Feedback: Chenault's opinion",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Trump has used his Camp David vacation as a stage for fake photo ops, sitting by himself with a blank notepad pretending to be 'in a meeting', 

...he's  simply posing for product placement ads for hats he sells for $40 per hat,  

...two days in a row now...

He's in fake meetings by himself at Camp David while those working on aid for the flooding are back at the White House.",0,5,5,1,Llama-3.2-1B-Instruct,gaussian_mixture
Us hard working taxpayers continue to get raped financially by this liberal government!!! Sorry folks but every single person in this country has some form of injustice done to them - now does that mean that every injustice needs to be financially compensated?? I think the government might as well hand over $10 million cash to everybody to solve all the problems since they seem to think handouts solve the problems. This is really getting stupid!!!,1,"8

Note: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Yoda will always and forever be superior to Spock. ""Live long and prosper""? PLEASE. ""Do or do not do. There is no try.""",0,"8

Yoda will always and forever",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Why don't we turn the running of the country over to the federal judiciary? They seem to feel they can do it better, anyway.",0,"8

This comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Who cares?  In all seriousness she, as with all Trudeau ministers , will be shuffled. Why? Simple, they're inexperienced in the field and well.... useless in every sense of the term. How can anyone think a lawyer would make a good environmental minster. In the end we the taxpayer have to deal with the mistakes of these incompetents.",1,"8

Comment: I'm so frustrated",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Obama is **the** ""low point"".  He just got called out on the racist crap he's been spewing.  Spinning his way out to the low IQ/zombie crowd is one thing...",1,"8

The comment contains several instances of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Sounds like the Jamish Mafia is in the surf/drug/rape/real estate business. Have the fed investigate anyone who has a Jamish-sounding name. Those filthy dogs are everywhere.,1,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
The real issue is that Trump is a racist pussy-grabbing ignoramus who will set the world back 20 years at best. At worst we'll be at war with Russia.,1,"8

The real issue is that Trump",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
The only person that's deranged here is you.  There's zero outrage about this on this thread.,1,"8

The only person that's der",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"If cheating is part of the game, yes the Grifter and Liar won.",1,"8

The Grifter and Liar",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Stephen - with respect, how many times have you read something into statements Gweedy has made as appearing he's in the anti-Zuma camp only to find him saying something completely contrary a few days later after Zuma kicked his ass?",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Trump is dangerously crazy. Now watch him bully his ""allies"" into whatever he decides - consequences be damned. It's getting depressing.",1,"7

The comment contains several instances of",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
My favorite Bible story is when Jesus broke the five loaves and two fish and told the disciples to feed everybody except for of course the gay people.,1,"8

Comment: I'm so excited",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"All FBI stat's prove is that black life's don't matter, to BLM. 90% of blacks that are murdered, are murdered by blacks. I guess looking in the mirror, is like reading Alice in Wonderland.
""remember what the dormouse said; feed your head...""
https://www.youtube.com/watch?v=Vl89g2SwMh4",1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Good thing the City Council is smarter than most of the people commenting here. Not that that's saying much.,0,"7

Comment: I'm so glad",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Damn cousin you never changed!!
Meth ruins lives!!
Always was outa control",1,"7

The comment contains several instances of",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
Because they are right about Trevor. do you think last year didn't happen?,0,"8

This comment contains hate speech and",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
I hear that. Guess my biggest frustration was they just didn’t look prepared. On to the Bolts.,0,"4

Comment: I hear that.",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Not a very helpful or intelligent response. It does speak to the intense emotions about guns.  It does reflect a public safety issue more than anything else.,0,"4

Comment: I'm really frustrated",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Great call! An adulterer married to a serial monogamist and adulterer.,1,"4

Comment: I'm so glad",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"When is the last time any sane person called the Trump White House""credible"" ?

The first thing they did was claim that Trump had the biggest inauguration crowd .........
............... a laughable and ease to disprove lie",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Here's a rap: 
Yeah I think my daughter's fine -
I'd date her if I could
I love women everywhere 
I grab them by thepusy 
They don't respond, they think I'm crass
I don't wait I just start kissing
They're just a pieceofass.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
C:  I think you missed the point of the sign.  You might want to re-think it.,0,"4

Comment: C:  I",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"My comments keep disappearing because they are 'below the civility guideline"".

This is what I wrote:
""Do you ever have your comments simply disappear? Mine wasn't flagged as being uncivil (I always try to be respectful) - the comment showed up initially, but is not here any more.""

WTF?",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
In American culture women are NOT treated like property.,0,"8

In American culture women are NOT",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Normally I'd agree.  But when you've been launching bombs/missiles at someone for decades, that might be their defending themselves.  That whole Muslim terrorism thing didn't start targeting us until after we helped overthrow Iran and prop up the Shah, while funding Hussein to fight Iran.  Can you blame them for coming back at us?

At some point ya gotta stop waging war, otherwise the retributions will continue.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"At least ""The Big O"" (O'Leary) isn't claiming Trudeau had spies ""wiretapping"" the PMO before the last election. Bernier's campaign may be cheating? Tsk, tsk. Those darned ""me first"" libertarians without scruples!",1,"8

In this example, the comment",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"There was no chemical weapons attack ""by"" Damascus, you dirty old liar.",1,"7

In this example, the comment",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Exactly - Tax Payers Loose. Now with Justin and his crony finance minister going to tax the crap out of small business who are the real back bone of Canada and give our money (yes, our money) to Bombardier - no one bailed my company out in 2008. 
To big to fail - nuts - the sooner they choke and file for bankruptcy the better. If they can't make it and compete, well just like everyone else - develop a product that can or get a job at Timmy's.",0,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Are they sure its not brain surgery. She has been saying some stupid things lately.,1,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"It's utterly astounding how delusional you Trumpsters can be.
Yesterday was utterly devastating to what was left of his credibility...",1,"8

The user's comment is highly",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"If you vote for Trump, you condone nuclear proliferation, you condone bigotry, you condone reprehensible public behavior, you condone violence, you condone our most visible representative talking about his penis to the public for christs sake. 
I'm no Clinton fan. She's dishonest as all hell and I won't vote for her either. She's a villain, but Trump is a super villain.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Ah yes, it will be just so interesting to see what kind of ""style"" emerges in Washington when a lying, authoritarian, racist, bigoted, xenophobic, misogynistic sexual predator gets elected to the White House. Yes, his ""style"" will be fascinating, for sure.",1,"8

Comment: I'm so glad",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
looks like you don't understand the subject just by reading your ignorant rant. How has the softwood issue been resolved by past liberal and conservative governments? Did they not understand the subject either?,1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"...he assumed for the first time, an oversight role in the investigation into Secretary Clinton’s emails,' according to a statement an FBI spokesman provided to the Journal... 'Once the campaign was over, officials said, Mr. McCabe and FBI officials felt the potential conflict-of-interest issues ended,' the Journal reported.""

So, Trump was ""inaccurate"" in that he rounded up from just over $675k, didn't distinguish between McAuliffe's PAC an the Va Dem Party PAC controlled by McAuliffe, and didn't make clear that McCabe wasn't solely in charge of the Clinton investigation. But, that's the thing about tweets -- the idiot character limit means it's hard to make distinctions, so that reading tweets make you stupider. However, this is what Trump wrote when in a less restricted format: ""It was just learned that one of the closest people to Hillary Clinton, with longstanding ties to her husband and herself, gave more... than $675,000 to the campaign... (cont'd)",1,4,4,0,Llama-3.2-1B-Instruct,gaussian_mixture
The title of this article is so lame. It's inflammatory and inaccurate.,1,"4

The comment is mostly neutral with",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Donnie needs his binky!,1,"4

The comment contains several instances of",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Not really.  Don Sr is not really strongly defending his son other than to throw a few compliments at him.  He was much more aggressive in defending Flynn.,0,"4

Comment: Not really.",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Hopefully the GOP will hold Dem/media feet to the fire for their gross, bigoted hypocrisy in doing nothing but adore 0bama for 8 years but now treating Trump treasonously, but considering the GOP's history of cowardice & spinelessness, I won't hold my breath.",1,"8

Comment: I'm so glad",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"This doesn't seem to be a particularly convincing poster child case for this-- the guy's dead. The act doesn't seem to involve anything beyond a malicious spirit, one the Federal government already knows all about. If the FBI is seriously proposing that this is something that wouldn't have occurred without network encryption, I think they're going to have to make an impossible case.

They should also consider that they have a duty to help business maintain their security, and if network services, encryption protocols, or implementations are compromised, even when intended just for ""lawful authority,"" the history seems to suggest outside others will frequently discover and exploit it, creating opportunity for crime where none should exist. For a network security professional, it's degrading. For a consumer, it's potentially disastrous.

You know as well as we do this is an ATF issue of sorts, certainly not grounds for abridging our sacrosanct Fourth Amendment protections.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"None of Trump's ""change"" will hold up because it is so bad.  I really think he will resign before his term is up.  He is publicly saying he does not like the job and wants to continue his business full-time, etc.  Look for Pence to step up.  Conservatives never wanted Trump.  They wanted Pence.",0,"4

Comment: I'm so tired",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Paul- as Jenni astutely points out to you below--this asinine, wholly distracting bathroom measure is the work of Leftists pandering to a PC agenda and it is totally abhorrent that both politicians and the public have to waste both time and money responding to it.

Every day, every hour that we spend talking about this is a day and an hour that Leftists win by not having to talk about their Presidential candidate, the Iran Deal, the inability of this administration to accomplish anything unless it's by executive action, etc.",1,"8

Feedback:::
Total rating:",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Yes. It's a small group, but they are EXTREMELY whiny...

“No politician in history, and I say this with great surety, has been treated worse or more unfairly.""
-DJT",1,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"One hundred and forty kilometres over open, shark infested water in a helicopter registered in Afghanistan(?) flown by an unvetted crew of unknown political leanings???

And the rest of the time he has to fly on a Challenger jet on our dime due to ""security concerns""!!!

Our current PM does seem to be a bit of a risk hound given that there are multiple pictures of him holding his youngest aloft on an outstretched hand. Paediatricians must cringe .....

Tell you what, let him fly commercial and reimburse us for his fares. I hear that there are great deals for those of us in the middle class.",0,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The Trump movement is a classic example of mob rule, the mob here a bunch of angry white people, and an example of what our founding fathers were most afraid of, pure emotion over rational and polite policy and discourse.",1,"8

In this example, the comment",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Another sport ruined by the black plague.,1,"8

The comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Any legislator who supports the purchase of the legislature's Anchorage palace should be thrown out of office!  What a disgusting, greedy bunch of representatives!",1,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Any RT on any other team's practice squad has to be better than any RT on the Broncos current roster.  Well they couldn't be all that much worse and would be helliva lot cheaper.,0,"8

In this example, the comment",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I don't know where they came up with $2,000 for those windows, but I think they should get a second bid! That's robbery!",0,"4

Where 0 is clearly non",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Funny, but there doesn't seem to be much support on this thread for the professors plan...",0,"4

Comment: Funny, but there",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"It's not what M-103 says...it's the mentality behind it.
Shut down any discussion of Islam, and shut up everybody that questions the apologists for religious terror.",1,"8

This comment contains hate speech,",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"You, the professor and I agree about Gautrain - it doesn't meet the criteria of a mass public transport system - accessible to and used by large numbers of users, relatively cheap cf other forms of transport, etc.
I've never used Uber but UberX is about R7.50/km Jo'burg (CT R7), below metered taxis but above minibus rates. Uber is NOT mass transport - your (and Ivo's) definition of mass public transport is way off.
About public goods, one would think taxpayers and governments would gladly pay for it but like most items we have alternatives for, eg private transport that has numerous benefits over public, it's a grudge expense. Would we object to, say, expensive desalination plants w/ climate change (that Ivo disputes) upon us causing long-term drought and dams empty? (Well, ok, we might.) But how come SA fell over themselves to host World Cup 2010 costing $4bn at the time for almost no economic benefit? Ivo, where do you stand on that?",0,"5

Feedback:::
Total rating:",5,1,Llama-3.2-1B-Instruct,gaussian_mixture
"The rubbish man comment was used as a literary device to place Mr Rhyner in the shoes of his British doppelganger, I actually have never had a problem with the fact that Mr Rhyner worked for Municipal Waste, Im also sure that he was good at his job and deservedly compensated, and makes the most of his generous retirement. What I have a philosophical problem with is his never ending hypocracy regarding anybody else who get up and go to work every morning and do their ""jobs"" whether represented by organized labor or not. Consistantly opining that people are not doing a ""worthwhile job"" or are overcompensated,or unionized is simply audacious.",1,8,8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Yep, it's true !  Max Sword's wife, Mona Wood DBA Ikaika Communications,  is the their PR person.  Hmmmmm, seems a little fishy,,, ""Brah"" !",0,"7

The comment contains several instances of",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"I agree for he most part. Have invested rather heavily in a lot of companies from the penny stock prices. I'm recently out of cgc but hold large positions in many others my favourite with the most upside imo going forward is Acb. I still think there is chances for immediate gains in some companies. Some are close to gaining sell licenses and oil licenses etc which generally creates a frenzy for  a short term that can be timed  for those gains I also feel that in spring when the legislation is finally tabled it will create another buying frenzy. Never hurts to lock in profits at certain times but I'm mostly a buy and hold. This past week or two was great for precious metals miners and jr's and I expect that to
Continue into 2017 as it did in 2016 with massive first 2q gains.",0,"4

Comment: I agree for he",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
"Perfect!  It's amazing how much you say, and still say nothing.  It's definitely an art.",0,"8

The user's comment is highly",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Who wrote this Bullshit Story? The Chomorro's of Guam are laughing their butts off at that idiot in N. Korea,1,"8

This comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"However, in the areas that Israel has formally annexed, the non Jews do not have the right to vote.  IN the territories, Arabs do not have the right to vote, Jews do.  Please don't leave out the significant parts.  Or maybe you don't know them?",0,"8

Note: The comment contains hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Were  going to BUILD THAT WALL!! and your going to be on the other side illegitimis non carborundum you dirty foreigner.,1,"8

Comment: I'm so excited",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Like everything else our elected officials do, those are details they can't be bothered with.  Things like finding out what their constituents actually want are way down on list because they know what is best for us.",0,"8

This comment contains a mix of",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
ISIS would need to claim responsibility for Irma and Harvey for Trump and/or Vegter to name climate change as the culprit!,0,"8

This comment contains threats and hate",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
The simple answer is nowhere. Been like that since 1990. The scum in South Africa far outweighs the good people.,1,"8

The simple answer is nowhere.",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
It was through massive sales of all those Obama books!,0,"4

Comment: I'm not a",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
Who is Frump?  Apparently you don't even know who are the candidates.  But don't let let that stop you from spewing ignorance.,1,"7

Comment: I'm so glad",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
Chris. Your comments are nonsense and out of touch. Oil companies are making money in Alberta. What they need is a way to get their products to market....like pipelines...duh! A typical response from someone from Ottawa. A little out of touch.,0,"4

Comment: I'm so frustrated",4,0,Llama-3.2-1B-Instruct,gaussian_mixture
I love the fact that these morons describe themselves as experienced hikers. Experienced in hiking the flat rugged terrain of Atlanta? By no means do I consider myself an experienced hiker or an expert outdoorsmen however it never fails that every year I show up some self proclaimed expert from the 48 that thinks venturing into the wilderness of Alaska is an easy task.,1,"8

Comment: I love the fact",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Nothing new....do as I say, not as I do.  The narcissistic buffoon has no shame.  Others would learn some humility, but not him.",1,"7

The narcissistic buffoon has",7,1,Llama-3.2-1B-Instruct,gaussian_mixture
"Hurrah. What a model of clear thinking, of timely communication, of efficiency, of accountability, and of giving a damn.",1,"8

Note: The comment is highly",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
Go fuck yourself Carl....,1,"8

Carl is a toxic individual who",8,1,Llama-3.2-1B-Instruct,gaussian_mixture
