row_index,example_index,worker_id,aspect,original,simplification,human_rating,raw_output,parsed_output,model
1947,141,27,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,90.0,"81
The",81,Qwen3-4B
1948,141,19,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,1.0,"81
The",81,Qwen3-4B
1949,141,19,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,9.0,"81
The",81,Qwen3-4B
1950,141,19,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,9.0,"81
The",81,Qwen3-4B
1951,141,6,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,0.0,"81
The",81,Qwen3-4B
1952,141,6,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,17.0,"81
The",81,Qwen3-4B
1953,141,11,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,40.0,"81
The",81,Qwen3-4B
1954,141,11,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,17.0,"81
The",81,Qwen3-4B
1955,141,11,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,10.0,"81
The",81,Qwen3-4B
1956,141,6,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,0.0,"81
The",81,Qwen3-4B
1957,141,15,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,39.0,"81
The",81,Qwen3-4B
1958,141,3,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,100.0,"81
The",81,Qwen3-4B
1959,141,2,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,85.0,"81
The",81,Qwen3-4B
1960,141,24,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,94.0,"81
The",81,Qwen3-4B
1961,141,8,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,0.0,"81
The",81,Qwen3-4B
1962,141,14,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,100.0,"81
The",81,Qwen3-4B
1963,141,5,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,90.0,"81
The",81,Qwen3-4B
1964,141,8,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,52.0,"81
The",81,Qwen3-4B
1965,141,5,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,62.0,"81
The",81,Qwen3-4B
1966,141,2,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,85.0,"85

The",85,Qwen3-4B
1967,141,2,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,85.0,"85

The",85,Qwen3-4B
1968,141,5,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,76.0,"85

The",85,Qwen3-4B
1969,141,14,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,85.0,"85

The",85,Qwen3-4B
1970,141,13,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,35.0,"85

The",85,Qwen3-4B
1971,141,10,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,84.0,"85

The",85,Qwen3-4B
1972,141,9,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,18.0,"85

The",85,Qwen3-4B
1973,141,9,0,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,37.0,"85

The",85,Qwen3-4B
1974,141,9,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,0.0,"85

The",85,Qwen3-4B
1975,141,13,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,60.0,"85

The",85,Qwen3-4B
1976,141,10,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,90.0,"85

The",85,Qwen3-4B
1977,141,8,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,6.0,"85

The",85,Qwen3-4B
1978,141,10,1,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,95.0,"85

The",85,Qwen3-4B
1979,141,14,2,A Wikipedia gadget is a Javascript and/ or a CSS Snippet that can be enabled simply by checking an option in your Wikipedia preferences.,A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.,79.0,"85

The",85,Qwen3-4B
1980,142,18,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,50.0,"65

The",65,Qwen3-4B
1981,142,12,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,93.0,"65

The",65,Qwen3-4B
1982,142,27,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
1983,142,27,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,32.0,"65

The",65,Qwen3-4B
1984,142,27,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,30.0,"65

The",65,Qwen3-4B
1985,142,13,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,20.0,"65

The",65,Qwen3-4B
1986,142,3,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
1987,142,13,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
1988,142,12,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,81.0,"65

The",65,Qwen3-4B
1989,142,12,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,44.0,"65

The",65,Qwen3-4B
1990,142,0,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,99.0,"65

The",65,Qwen3-4B
1991,142,0,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,98.0,"65

The",65,Qwen3-4B
1992,142,0,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,97.0,"65

The",65,Qwen3-4B
1993,142,24,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,91.0,"65

The",65,Qwen3-4B
1994,142,8,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,59.0,"65

The",65,Qwen3-4B
1995,142,8,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,95.0,"65

The",65,Qwen3-4B
1996,142,24,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,76.0,"65

The",65,Qwen3-4B
1997,142,24,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,0.0,"65

The",65,Qwen3-4B
1998,142,3,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
1999,142,18,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,55.0,"65

The",65,Qwen3-4B
2000,142,18,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,48.0,"65

The",65,Qwen3-4B
2001,142,8,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2002,142,3,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2003,142,13,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2004,142,20,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,74.0,"65

The",65,Qwen3-4B
2005,142,1,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2006,142,6,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2007,142,6,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,50.0,"65

The",65,Qwen3-4B
2008,142,1,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,70.0,"65

The",65,Qwen3-4B
2009,142,25,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2010,142,25,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,24.0,"65

The",65,Qwen3-4B
2011,142,20,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2012,142,20,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,26.0,"65

The",65,Qwen3-4B
2013,142,25,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,20.0,"65

The",65,Qwen3-4B
2014,142,5,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,77.0,"65

The",65,Qwen3-4B
2015,142,5,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,33.0,"65

The",65,Qwen3-4B
2016,142,5,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,93.0,"65

The",65,Qwen3-4B
2017,142,1,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,16.0,"65

The",65,Qwen3-4B
2018,142,28,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2019,142,2,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2020,142,6,1,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,100.0,"65

The",65,Qwen3-4B
2021,142,2,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,46.0,"65

The",65,Qwen3-4B
2022,142,2,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,83.0,"65

The",65,Qwen3-4B
2023,142,28,2,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,45.0,"65

The",65,Qwen3-4B
2024,142,28,0,Below are some useful links to facilitate your involvement.,Below are some useful Websites to help with your life.,36.0,"65

The",65,Qwen3-4B
2025,143,20,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2026,143,18,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0,100,100,Qwen3-4B
2027,143,18,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,92.0,100,100,Qwen3-4B
2028,143,18,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,89.0,100,100,Qwen3-4B
2029,143,13,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2030,143,13,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2031,143,13,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,0.0,100,100,Qwen3-4B
2032,143,6,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,0.0,100,100,Qwen3-4B
2033,143,6,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2034,143,0,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,1.0,100,100,Qwen3-4B
2035,143,3,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2036,143,3,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2037,143,6,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2038,143,3,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,0.0,100,100,Qwen3-4B
2039,143,0,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,1.0,100,100,Qwen3-4B
2040,143,8,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2041,143,11,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,98.0,100,100,Qwen3-4B
2042,143,0,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,1.0,100,100,Qwen3-4B
2043,143,14,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,44.0,100,100,Qwen3-4B
2044,143,8,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2045,143,4,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2046,143,11,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,95.0,100,100,Qwen3-4B
2047,143,15,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2048,143,19,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,1.0,100,100,Qwen3-4B
2049,143,7,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2050,143,27,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,0.0,100,100,Qwen3-4B
2051,143,27,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2052,143,27,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2053,143,14,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,40.0,100,100,Qwen3-4B
2054,143,4,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2055,143,15,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2056,143,28,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0,100,100,Qwen3-4B
2057,143,28,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2058,143,11,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,98.0,100,100,Qwen3-4B
2059,143,19,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2060,143,14,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,47.0,100,100,Qwen3-4B
2061,143,28,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2062,143,7,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2063,143,7,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0,100,100,Qwen3-4B
2064,143,15,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0,100,100,Qwen3-4B
2065,143,8,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,0.0,100,100,Qwen3-4B
2066,143,20,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0,100,100,Qwen3-4B
2067,143,20,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0,100,100,Qwen3-4B
2068,143,4,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,2.0,100,100,Qwen3-4B
2069,143,19,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,80.0,100,100,Qwen3-4B
2070,145,23,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",10.0,"61
The",61,Qwen3-4B
2071,145,23,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",3.0,"61
The",61,Qwen3-4B
2072,145,23,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",5.0,"61
The",61,Qwen3-4B
2073,145,5,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",66.0,"61
The",61,Qwen3-4B
2074,145,28,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2075,145,5,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",25.0,"61
The",61,Qwen3-4B
2076,145,6,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2077,145,6,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2078,145,19,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",38.0,"61
The",61,Qwen3-4B
2079,145,19,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",2.0,"61
The",61,Qwen3-4B
2080,145,28,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",32.0,"61
The",61,Qwen3-4B
2081,145,19,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",4.0,"61
The",61,Qwen3-4B
2082,145,28,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",12.0,"61
The",61,Qwen3-4B
2083,145,5,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",8.0,"61
The",61,Qwen3-4B
2084,145,6,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2085,145,16,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",20.0,"61
The",61,Qwen3-4B
2086,145,27,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2087,145,15,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",36.0,"61
The",61,Qwen3-4B
2088,145,9,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",2.0,"61
The",61,Qwen3-4B
2089,145,15,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",12.0,"61
The",61,Qwen3-4B
2090,145,8,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2091,145,3,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2092,145,8,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2093,145,8,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2094,145,3,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2095,145,3,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2096,145,27,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
2097,145,25,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0,"61
The",61,Qwen3-4B
