row_index,example_index,worker_id,aspect,original,simplification,human_rating
2046,143,11,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,95.0
2047,143,15,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2048,143,19,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,1.0
2049,143,7,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2050,143,27,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,0.0
2051,143,27,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2052,143,27,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2053,143,14,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,40.0
2054,143,4,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2055,143,15,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2056,143,28,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0
2057,143,28,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2058,143,11,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,98.0
2059,143,19,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2060,143,14,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,47.0
2061,143,28,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2062,143,7,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2063,143,7,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0
2064,143,15,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0
2065,143,8,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,0.0
2066,143,20,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,50.0
2067,143,20,0,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,100.0
2068,143,4,2,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,2.0
2069,143,19,1,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,80.0
2070,145,23,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",10.0
2071,145,23,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",3.0
2072,145,23,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",5.0
2073,145,5,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",66.0
2074,145,28,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2075,145,5,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",25.0
2076,145,6,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2077,145,6,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2078,145,19,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",38.0
2079,145,19,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",2.0
2080,145,28,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",32.0
2081,145,19,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",4.0
2082,145,28,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",12.0
2083,145,5,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",8.0
2084,145,6,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2085,145,16,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",20.0
2086,145,27,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2087,145,15,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",36.0
2088,145,9,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",2.0
2089,145,15,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",12.0
2090,145,8,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2091,145,3,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2092,145,8,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2093,145,8,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2094,145,3,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2095,145,3,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2096,145,27,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2097,145,25,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2098,145,25,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",21.0
2099,145,25,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",4.0
2100,145,9,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",29.0
2101,145,9,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2102,145,13,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",100.0
2103,145,27,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2104,145,15,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",32.0
2105,145,0,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",64.0
2106,145,16,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",14.0
2107,145,14,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2108,145,16,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",2.0
2109,145,0,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",83.0
2110,145,14,2,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2111,145,13,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",20.0
2112,145,13,0,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",5.0
2113,145,14,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",0.0
2114,145,0,1,"James I appointed him a gentleman of the chapel Royal, where he served as an organist from at least 1615 until his death.","James I appointed him a gentleman, he served.",100.0
2115,146,19,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,86.0
2116,146,5,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,79.0
2117,146,6,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,86.0
2118,146,12,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,92.0
2119,146,12,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2120,146,5,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,98.0
2121,146,6,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,93.0
2122,146,6,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2123,146,5,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,92.0
2124,146,8,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2125,146,12,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,75.0
2126,146,28,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,44.0
2127,146,3,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2128,146,3,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2129,146,2,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,90.0
2130,146,13,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2131,146,13,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,85.0
2132,146,22,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,91.0
2133,146,22,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,72.0
2134,146,13,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2135,146,25,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,58.0
2136,146,22,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,92.0
2137,146,3,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2138,146,25,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,48.0
2139,146,2,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,76.0
2140,146,25,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,92.0
2141,146,2,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,66.0
2142,146,19,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,90.0
2143,146,8,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,39.0
2144,146,8,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,65.0
2145,146,20,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2146,146,20,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,34.0
2147,146,20,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2148,146,15,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2149,146,27,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2150,146,14,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,97.0
2151,146,15,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,80.0
2152,146,15,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,84.0
2153,146,28,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2154,146,27,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,73.0
2155,146,28,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,74.0
2156,146,19,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2157,146,14,0,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,99.0
2158,146,14,2,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,96.0
2159,146,27,1,Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,Chauvin was embarrassed to receive his award. He may not accept it.,100.0
2160,151,25,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2161,151,8,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,45.0
2162,151,8,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,42.0
2163,151,25,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,25.0
2164,151,8,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,4.0
2165,151,5,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,16.0
2166,151,25,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,96.0
2167,151,14,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2168,151,13,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,20.0
2169,151,14,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2170,151,19,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,3.0
2171,151,19,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,1.0
2172,151,5,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,52.0
2173,151,5,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,23.0
2174,151,20,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,9.0
2175,151,14,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2176,151,20,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,40.0
2177,151,20,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,10.0
2178,151,19,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,3.0
2179,151,13,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,25.0
2180,151,0,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,48.0
2181,151,28,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,39.0
2182,151,27,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2183,151,2,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,67.0
2184,151,30,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,4.0
2185,151,27,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2186,151,27,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2187,151,15,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,25.0
2188,151,30,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,7.0
2189,151,30,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,4.0
2190,151,15,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,40.0
2191,151,2,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,55.0
2192,151,2,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,15.0
2193,151,13,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,4.0
2194,151,6,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2195,151,3,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2196,151,3,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2197,151,6,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2198,151,6,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2199,151,28,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,19.0
2200,151,0,1,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,26.0
2201,151,0,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,48.0
2202,151,28,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,52.0
2203,151,3,2,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,0.0
2204,151,15,0,Each version of the license is given a distinguishing version number.,Each version of the license is given a to show the version number.,60.0
2205,159,25,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",96.0
2206,159,25,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",41.0
2207,159,25,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",80.0
2208,159,13,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2209,159,5,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",97.0
2210,159,13,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",70.0
2211,159,8,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",72.0
2212,159,8,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",52.0
2213,159,8,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",52.0
2214,159,18,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",79.0
2215,159,18,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",71.0
2216,159,24,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",95.0
2217,159,24,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2218,159,18,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",49.0
2219,159,24,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",93.0
2220,159,27,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",73.0
2221,159,27,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2222,159,13,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",20.0
2223,159,27,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",44.0
2224,159,5,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",57.0
2225,159,5,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",83.0
2226,159,6,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",75.0
2227,159,28,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2228,159,6,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2229,159,3,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2230,159,28,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",50.0
2231,159,12,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",54.0
2232,159,12,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",100.0
2233,159,12,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",54.0
2234,159,28,1,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",89.0
2235,159,2,2,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",56.0
2236,159,2,0,"He came from a musical family; his mother, Larue, was an administrative assistant and singer, and his father, Keith Brion, was a band director at Yale.","He came from a musical family. his mother, Larue, was an assistant and singer, and his father Keith Brion, was a band director at the Yale University.",83.0
